Time,P_load3,P_load4,const_0V,delta1,delta2,delta3,delta4,factor1,factor2,factor3,factor4,sigma1,sigma2,sigma3,sigma4
0.4266,111.80304,112.25178,0.0,12.220465,0.3764221,0.572822,15.143594,3.0965521,7.1472416,6.774847,0.0,15.317017,7.5236635,7.3476686,15.143594
0.4268,111.87354,112.42437,0.0,1.1001861,0.5970361,0.7343362,1.0412377,0.02672536,0.3156399,0.065249786,0.0,1.1269114,0.91267604,0.799586,1.0412377
0.427,111.90647,112.57867,0.0,11.575881,2.5443249,0.7081178,11.883686,2.240054,3.5093672,3.4706347,0.0,13.815935,6.053692,4.1787524,11.883686
0.4272,111.91757,112.653435,0.0,23.055231,2.6645486,2.5618143,19.996078,2.3193548,10.254369,5.0686417,0.0,25.374586,12.918918,7.630456,19.996078
0.4274,111.89903,112.629654,0.0,32.445724,1.2857679,8.1579685,23.413177,0.6100097,17.749203,1.3523413,0.0,33.055733,19.03497,9.510309,23.413177
0.4276,111.83011,112.55057,0.0,35.243347,1.4990712,12.673629,22.913145,1.038012,20.217672,0.0,2.3069186,34.205334,21.716743,12.673629,25.220064
0.4278,111.70606,112.48139,0.0,5.6690526,13.446839,11.139932,7.657043,5.130655,0.0,0.0,0.9117493,10.799707,13.446839,11.139932,8.568792
0.428,111.56538,112.43775,0.0,20.804642,12.368035,0.39195946,5.6711307,2.243492,0.0,4.1464434,4.8893123,18.56115,12.368035,4.5384026,10.560443
0.4282,111.50085,112.363235,0.0,26.829502,0.95710284,11.335764,13.911044,2.454363,15.476126,0.0,5.3334994,24.37514,16.433228,11.335764,19.244543
0.4284,111.55988,112.2382,0.0,24.33645,7.3432937,11.076013,21.611692,1.0351186,9.785037,2.28841,0.0,25.371569,17.12833,13.364422,21.611692
0.4286,111.69157,112.16716,0.0,19.743402,4.0190263,4.0379663,23.947542,4.21158,9.249004,9.220218,0.0,23.954983,13.268031,13.258184,23.947542
0.4288,111.805115,112.2371,0.0,12.50695,0.10764392,0.11282042,16.049904,3.512032,7.4266534,7.453382,0.0,16.018982,7.5342975,7.566202,16.049904
0.429,111.86703,112.42088,0.0,1.260072,0.55650306,0.8712693,0.92309695,0.07611735,0.43966675,0.0,0.20823479,1.1839546,0.9961698,0.8712693,1.1313317
0.4292,111.888435,112.558334,0.0,11.409535,2.7297938,0.8329469,11.594768,2.1912687,3.159735,3.1171906,0.0,13.600804,5.8895288,3.9501374,11.594768
0.4294,111.89222,112.59944,0.0,22.663528,2.4929674,3.171927,18.587223,1.7532448,10.246741,3.836677,0.0,24.416773,12.739709,7.008604,18.587223
0.4296,111.862335,112.57412,0.0,32.075527,1.5126053,8.105157,22.66735,0.41131014,17.221525,0.92335874,0.0,32.48684,18.73413,9.028516,22.66735
0.4298,111.78086,112.51422,0.0,34.603806,1.3829627,11.843803,23.497112,0.5267254,19.908085,0.0,1.189195,34.07708,21.291048,11.843803,24.686308
0.43,111.652725,112.4564,0.0,4.8210745,13.597388,10.19581,8.64768,6.473426,0.0,0.756136,0.0,11.2945,13.597388,10.951946,8.64768
0.4302,111.51615,112.411705,0.0,23.501917,13.262851,1.1746798,6.16163,2.769342,0.0,3.7277443,6.027923,20.732576,13.262851,4.902424,12.189553
0.4304,111.45675,112.32468,0.0,30.3843,0.3477567,12.204052,15.771307,2.6521041,18.013857,0.0,5.767634,27.732197,18.361614,12.204052,21.53894
0.4306,111.52608,112.20457,0.0,27.863714,7.606292,12.491636,23.79394,0.8626022,11.729233,1.9166912,0.0,28.726316,19.335524,14.408327,23.79394
0.4308,111.67354,112.13927,0.0,23.254063,4.406538,5.39921,26.419949,4.1628456,11.102462,9.119447,0.0,27.416908,15.509,14.518657,26.419949
0.431,111.80519,112.22013,0.0,16.076696,0.07604216,0.997105,18.504553,3.491677,9.614838,7.639073,0.0,19.568373,9.69088,8.636178,18.504553
0.4312,111.88333,112.41688,0.0,4.710663,0.4654395,1.9240482,3.1395483,0.15140408,2.5751972,0.0,0.37828732,4.559259,3.0406368,1.9240482,3.5178356
0.4314,111.92529,112.59542,0.0,8.495762,2.83207,2.441157,10.831459,2.8083704,1.2714682,1.2405266,0.0,11.304132,4.103538,3.6816835,10.831459
0.4316,111.952415,112.691605,0.0,20.534977,2.9824696,0.8963471,19.481844,2.9628763,8.313047,6.465994,0.0,23.497852,11.295517,7.362341,19.481844
0.4318,111.95314,112.68675,0.0,30.282068,1.1940157,6.9496646,23.134262,1.1824403,16.570745,2.5958319,0.0,31.46451,17.764763,9.545497,23.134262
0.432,111.90269,112.59967,0.0,38.35122,0.31297898,12.44949,24.263376,1.109229,22.605844,0.0,2.4699664,37.24199,22.918825,12.44949,26.733343
0.4322,111.786385,112.517845,0.0,22.415672,8.138875,13.630447,15.623084,1.3431678,8.186553,0.0,2.9584444,21.072506,16.325428,13.630447,18.581528
0.4324,111.634254,112.47491,0.0,16.092705,16.708494,4.9228177,2.8423572,1.3219424,0.0,2.932687,2.8722513,14.770762,16.708494,7.8555045,5.714608
0.4326,111.519554,112.41874,0.0,33.13524,6.3384237,9.297448,14.012321,3.3337264,11.396037,0.0,7.269606,29.801514,17.73446,9.297448,21.281927
0.4328,111.53718,112.3195,0.0,33.70722,6.0356607,15.5851965,22.729582,1.3448873,16.26581,0.0,2.9176266,32.362328,22.301472,15.5851965,25.647207
0.433,111.676476,112.1991,0.0,29.666788,6.790611,9.922576,29.727953,3.2264209,13.370432,7.084177,0.0,32.893208,20.161043,17.006752,29.727953
0.4332,111.8443,112.21829,0.0,23.464386,1.700577,3.2245836,26.488735,4.5609384,13.029606,9.986438,0.0,28.025324,14.730183,13.211021,26.488735
0.4334,111.966354,112.39193,0.0,13.356668,0.04385034,2.1157813,12.925976,1.7338841,8.0241,3.801936,0.0,15.090552,8.067951,5.917717,12.925976
0.4336,112.03847,112.61047,0.0,0.15878902,1.9498881,3.4225144,3.1361291,1.5545007,0.0,0.0,0.0,1.7132896,1.9498881,3.4225144,3.1361291
0.4338,112.08445,112.74036,0.0,12.899949,3.1418142,1.3749026,13.874489,2.8504512,3.5064614,3.4656057,0.0,15.750401,6.648276,4.8405085,13.874489
0.434,112.104965,112.772095,0.0,23.815018,2.0577934,3.886401,19.395052,1.6856234,11.523727,3.6859882,0.0,25.50064,13.581521,7.572389,19.395052
0.4342,112.08014,112.74488,0.0,32.688763,0.76787895,9.015433,22.926867,0.20644617,18.589758,0.4761281,0.0,32.895206,19.357637,9.491561,22.926867
0.4344,111.99518,112.6962,0.0,39.963776,0.49096435,12.079331,26.728321,0.44320428,23.33719,0.0,1.0109383,39.52057,23.828154,12.079331,27.73926
0.4346,111.86146,112.63107,0.0,27.166805,6.323573,12.648932,20.581057,0.2578107,12.231058,0.0,0.6015561,26.908995,18.55463,12.648932,21.182611
0.4348,111.705414,112.55851,0.0,8.082236,15.128761,6.218723,2.2855887,0.14187703,0.0,3.0189488,0.0,8.224113,15.128761,9.237672,2.2855887
0.435,111.58624,112.47127,0.0,23.473032,6.0521965,5.67449,9.1606045,2.482844,5.9759164,0.0,5.4002376,20.990187,12.028113,5.67449,14.560842
0.4352,111.575066,112.350075,0.0,23.983412,5.2169943,11.2043295,17.457804,0.4923179,10.9646635,0.0,1.0560869,23.491095,16.181658,11.2043295,18.513891
0.4354,111.669334,112.237305,0.0,20.047125,6.362233,6.8350525,22.741327,3.1579196,7.870091,6.920593,0.0,23.205046,14.232325,13.755646,22.741327
0.4356,111.790085,112.224686,0.0,14.201185,1.8355513,0.56790155,20.046041,4.543851,7.370354,9.93351,0.0,18.745035,9.205905,10.501411,20.046041
0.4358,111.86771,112.35533,0.0,5.169493,0.42442244,0.89088976,7.685206,2.0134919,2.5916653,2.6179738,0.0,7.1829853,3.0160878,3.5088634,7.685206
0.436,111.896484,112.526405,0.0,7.1755567,1.6806165,0.42182744,7.1179547,1.2923235,2.0161958,1.9783977,0.0,8.46788,3.6968124,2.4002252,7.1179547
0.4362,111.89886,112.60697,0.0,19.31757,2.908583,1.5796258,16.719149,2.038912,7.6761575,4.456061,0.0,21.356482,10.584741,6.0356865,16.719149
0.4364,111.878426,112.595894,0.0,29.478905,1.9674683,6.5857887,21.560556,0.8173331,15.050661,1.8026414,0.0,30.296238,17.01813,8.38843,21.560556
0.4366,111.81829,112.55826,0.0,36.451492,0.63049644,10.6345415,24.838451,0.15895386,21.050829,0.0,0.3907889,36.29254,21.681324,10.6345415,25.22924
0.4368,111.709045,112.48681,0.0,18.659657,8.869917,11.985043,15.151961,0.42283508,5.4365897,0.0,0.95732015,18.23682,14.306507,11.985043,16.109282
0.437,111.56863,112.437935,0.0,13.848192,14.956276,3.9841428,1.0326486,1.7249699,0.0,3.8058481,3.752609,12.123222,14.956276,7.789991,4.7852573
0.4372,111.47019,112.365715,0.0,25.514088,3.875489,8.016673,10.779178,2.7376664,10.121338,0.0,5.9577694,22.77642,13.996827,8.016673,16.736946
0.4374,111.487015,112.24657,0.0,24.457064,6.39327,11.782877,18.85056,0.1716461,10.4749565,0.0,0.3596092,24.285418,16.868227,11.782877,19.210169
0.4376,111.599434,112.14832,0.0,20.333527,5.864705,6.262283,23.394001,3.4583933,8.37432,7.578504,0.0,23.791922,14.239025,13.840787,23.394001
0.4378,111.72471,112.181366,0.0,14.186389,1.1744194,0.7964358,18.501902,3.9208286,7.798858,8.576179,0.0,18.107218,8.973278,9.372615,18.501902
0.438,111.80462,112.323685,0.0,4.3620195,0.04870101,0.12545042,5.966726,1.3810747,2.6414216,2.7686737,0.0,5.7430944,2.6901226,2.894124,5.966726
0.4382,111.83718,112.48131,0.0,7.63989,1.4647968,0.2756518,7.781742,1.4200716,2.5847816,2.5477452,0.0,9.059962,4.049578,2.823397,7.781742
0.4384,111.84429,112.56454,0.0,19.588802,2.4966128,1.8852094,17.151758,2.088266,8.392348,4.56488,0.0,21.677067,10.888961,6.4500895,17.151758
0.4386,111.82395,112.55632,0.0,29.649406,1.8532664,6.621068,21.899189,0.90306073,15.307654,1.9906261,0.0,30.552467,17.160921,8.611694,21.899189
0.4388,111.75888,112.50345,0.0,34.531483,0.17892218,10.763272,23.488249,0.30195296,20.637846,0.0,0.7005882,34.22953,20.816767,10.763272,24.188837
0.439,111.64831,112.43782,0.0,12.7430525,10.358637,10.976534,11.971933,0.20824078,0.8969755,0.0,0.48423138,12.534812,11.255612,10.976534,12.456164
0.4392,111.51401,112.39541,0.0,17.299799,13.845303,1.8276068,3.0796494,2.0748315,0.0,4.5648847,4.520662,15.224967,13.845303,6.3924913,7.6003113
0.4394,111.43645,112.32786,0.0,26.703814,1.9950429,9.618288,12.259206,2.726138,13.357345,0.0,5.93587,23.977674,15.352388,9.618288,18.195076
0.4396,111.47438,112.212715,0.0,25.156235,6.579756,11.74413,20.142471,0.17666751,10.777161,0.410411,0.0,25.332903,17.356916,12.154541,20.142471
0.4398,111.595474,112.117294,0.0,20.94205,4.95461,5.4779344,24.2082,3.7892826,9.345553,8.299878,0.0,24.731335,14.300162,13.777812,24.2082
0.44,111.719,112.17202,0.0,14.127313,0.9628839,0.9073849,17.869368,3.6728363,7.9043546,8.034266,0.0,17.800148,8.867238,8.941651,17.869368
0.4402,111.79271,112.33032,0.0,3.9798927,0.27174163,0.5977201,4.4483337,0.7481717,2.263956,1.6392152,0.0,4.7280645,2.5356977,2.2369354,4.4483337
0.4404,111.82672,112.49709,0.0,8.460196,2.2311628,1.2109203,9.390834,2.03614,2.0542603,2.019768,0.0,10.496335,4.285423,3.2306883,9.390834
0.4406,111.84136,112.58597,0.0,20.406052,2.9942324,1.3694707,18.38383,2.483042,8.218969,5.423089,0.0,22.889093,11.2132015,6.79256,18.38383
0.4408,111.83087,112.575935,0.0,30.188545,1.6950908,6.8541207,22.383553,0.93439746,15.843586,2.0573268,0.0,31.122944,17.538675,8.911448,22.383553
0.441,111.77367,112.509445,0.0,34.18383,1.055932,11.682461,22.71832,0.6987718,19.856367,0.0,1.56381,33.485058,20.912298,11.682461,24.282131
0.4412,111.66178,112.44951,0.0,10.55626,11.360387,11.092482,10.591356,0.90421087,0.0,0.0,0.6767604,11.460471,11.360387,11.092482,11.268116
0.4414,111.524994,112.39319,0.0,18.178753,13.357408,1.5226302,4.4156537,1.8115743,0.0,3.9911997,3.938404,16.367178,13.357408,5.5138297,8.354057
0.4416,111.44655,112.32419,0.0,27.100266,1.305353,10.000906,13.142759,2.5438921,14.520588,0.0,5.5436745,24.556372,15.825941,10.000906,18.686434
0.4418,111.48758,112.223404,0.0,25.40714,6.801372,12.0705185,20.194796,0.083679244,10.782792,0.20867884,0.0,25.49082,17.584164,12.279198,20.194796
0.442,111.61221,112.13891,0.0,21.10806,4.6893253,5.6035304,23.74968,3.5574994,9.622029,7.795175,0.0,24.66556,14.311355,13.3987055,23.74968
0.4422,111.73765,112.19586,0.0,14.030188,0.671809,0.8869036,17.331503,3.4890323,8.03988,7.632313,0.0,17.51922,8.711688,8.519217,17.331503
0.4424,111.81293,112.34872,0.0,3.443294,0.43311313,0.5448227,4.115433,0.7443641,1.8332307,1.6317832,0.0,4.1876583,2.2663438,2.176606,4.115433
0.4426,111.84533,112.4995,0.0,8.945814,2.2977521,0.74923486,8.998883,1.7014089,2.2558749,2.2149765,0.0,10.6472225,4.553627,2.9642115,8.998883
0.4428,111.850975,112.56378,0.0,20.32221,2.6242914,2.2129767,17.258543,1.9120005,8.663637,4.179622,0.0,22.234211,11.287929,6.392599,17.258543
0.443,111.83194,112.57097,0.0,30.13673,1.837541,6.643272,22.493935,1.0255889,15.621549,2.257056,0.0,31.16232,17.45909,8.900328,22.493935
0.4432,111.76961,112.519714,0.0,33.706833,0.96220374,10.95296,23.376816,0.21519795,19.639732,0.0,0.5066296,33.491634,20.601936,10.95296,23.883446
0.4434,111.659096,112.4681,0.0,7.9515395,12.208966,10.251674,10.272427,3.6187048,0.0,0.65877813,0.0,11.570245,12.208966,10.910452,10.272427
0.4436,111.53269,112.41322,0.0,17.467522,12.226848,0.6487151,3.662075,2.117561,0.0,4.654515,4.607127,15.34996,12.226848,5.30323,8.269202
0.4438,111.46736,112.34271,0.0,23.490673,0.20292562,9.737264,11.509732,2.3673258,13.968395,0.0,5.1467943,21.123346,14.171321,9.737264,16.656527
0.444,111.5136,112.213806,0.0,21.011356,6.888144,9.759606,19.17703,1.0502721,8.08564,2.315946,0.0,22.061628,14.9737835,12.075553,19.17703
0.4442,111.62805,112.14445,0.0,16.584589,4.167314,3.487982,21.216303,3.939004,7.2494826,8.621446,0.0,20.523594,11.416797,12.109427,21.216303
0.4444,111.73048,112.214905,0.0,9.590667,0.33843186,0.34082636,13.504198,3.1937022,5.591287,6.2990074,0.0,12.7843685,5.929719,6.639834,13.504198
0.4446,111.78274,112.367325,0.0,0.8981552,0.48204505,0.15055679,0.026095755,0.2237644,0.0,0.18882568,0.40205386,0.6743908,0.48204505,0.33938247,0.4281496
0.4448,111.79906,112.50096,0.0,13.138527,2.5261638,0.09384237,12.351266,1.9419059,4.4729915,4.241522,0.0,15.080433,6.9991555,4.3353643,12.351266
0.445,111.79703,112.55572,0.0,24.400938,2.887116,3.2770114,19.969091,1.8945684,10.765552,4.145097,0.0,26.295507,13.652667,7.422108,19.969091
0.4452,111.76577,112.51444,0.0,33.41895,1.4167708,8.866627,23.060282,0.13938022,18.157618,0.33151734,0.0,33.558327,19.574389,9.198144,23.060282
0.4454,111.68,112.43171,0.0,22.989529,6.6925044,12.373645,16.386139,0.92619145,9.464438,0.0,2.0503109,22.063337,16.156942,12.373645,18.43645
0.4456,111.552574,112.38917,0.0,11.066387,15.690444,6.0861135,0.3377494,1.0087819,0.0,2.2456799,2.187509,10.057605,15.690444,8.331793,2.5252585
0.4458,111.440834,112.339935,0.0,26.873262,6.668495,6.805422,10.304537,2.9675548,7.1937118,0.0,6.468047,23.905708,13.862207,6.805422,16.772583
0.446,111.43834,112.24814,0.0,27.310225,5.3903747,13.311628,17.924114,1.407478,12.848118,0.0,3.0504951,25.902746,18.238493,13.311628,20.97461
0.4462,111.544464,112.13286,0.0,23.847054,6.0874567,8.3818245,24.147905,2.610935,10.334732,5.731945,0.0,26.457989,16.42219,14.11377,24.147905
0.4464,111.68208,112.14368,0.0,17.866976,1.9225525,2.4667618,21.182869,3.8553655,9.514534,8.439135,0.0,21.722342,11.437087,10.905896,21.182869
0.4466,111.782555,112.2908,0.0,8.404089,0.20315829,1.0505434,9.080168,1.501671,4.967874,3.2908652,0.0,9.90576,5.171032,4.3414087,9.080168
0.4468,111.83798,112.47507,0.0,3.846956,1.7193794,1.7209439,5.3330398,1.5509845,0.0,0.0,0.0,5.3979406,1.7193794,1.7209439,5.3330398
0.447,111.866936,112.58874,0.0,16.131063,2.7782874,0.22270493,15.501995,2.4940994,5.9368277,5.443645,0.0,18.625164,8.715116,5.66635,15.501995
0.4472,111.870705,112.60522,0.0,26.564892,1.9413246,5.168224,20.618813,1.3362374,13.334201,2.9282782,0.0,27.90113,15.275526,8.096502,20.618813
0.4474,111.82765,112.540596,0.0,34.797215,0.58144695,10.599447,22.847868,0.5579903,20.106585,0.0,1.2613238,34.239227,20.688032,10.599447,24.109192
0.4476,111.72799,112.49183,0.0,22.636415,6.8695765,11.925924,17.099295,0.501741,9.14409,0.0,1.1212628,22.134676,16.013666,11.925924,18.220558
0.4478,111.59402,112.45675,0.0,11.862044,15.312301,4.9016013,0.31879145,1.6479083,0.0,3.6383705,2.9455853,10.214136,15.312301,8.539972,3.2643766
0.448,111.49315,112.40427,0.0,26.675966,5.8406816,7.509427,10.050831,3.159341,8.184193,0.0,6.877082,23.516624,14.024874,7.509427,16.927912
0.4482,111.50124,112.28075,0.0,27.004072,5.3260922,12.386036,19.199575,0.6835867,12.70721,0.0,1.4750701,26.320484,18.033302,12.386036,20.674644
0.4484,111.61199,112.17491,0.0,23.160429,6.255778,7.7736444,24.712324,3.0847557,9.811597,6.7652974,0.0,26.245186,16.067375,14.538941,24.712324
0.4486,111.744026,112.18568,0.0,17.525385,1.5309252,1.8078979,21.37963,4.1268682,9.569274,9.030112,0.0,21.652252,11.100199,10.838011,21.37963
0.4488,111.83523,112.331085,0.0,8.142757,0.1263188,0.68054163,8.927811,1.5693427,4.7771993,3.4354959,0.0,9.7121,4.9035177,4.1160374,8.927811
0.449,111.881,112.508896,0.0,4.2225556,1.7248781,1.5978291,5.569009,1.53771,0.1826393,0.15544565,0.0,5.7602654,1.9075174,1.7532748,5.569009
0.4492,111.90528,112.63563,0.0,16.766613,3.0923827,0.1563268,16.53084,2.823642,5.898155,5.849721,0.0,19.590256,8.990538,6.0060477,16.53084
0.4494,111.90896,112.66148,0.0,27.285393,2.0301807,4.8700113,21.9645,1.7533423,13.648074,3.8371933,0.0,29.038734,15.678254,8.707205,21.9645
0.4496,111.87221,112.59852,0.0,35.83822,0.6489567,10.667855,23.941648,0.37243044,20.643494,0.0,0.8566012,35.46579,21.29245,10.667855,24.79825
0.4498,111.77747,112.52526,0.0,23.757479,6.971437,12.893766,16.827671,1.0182097,9.751051,0.0,2.2570057,22.73927,16.722488,12.893766,19.084677
0.45,111.637024,112.46729,0.0,12.846906,16.390987,6.118091,1.5121815,0.92385876,0.0,2.0622532,2.0088434,11.923047,16.390987,8.180345,3.521025
0.4502,111.52645,112.4284,0.0,29.469728,6.5571046,7.8711185,11.739493,3.165746,8.90031,0.0,6.896341,26.303982,15.457414,7.8711185,18.635834
0.4504,111.52806,112.317345,0.0,30.658524,5.2820406,14.010419,20.653986,1.198431,14.931332,0.0,2.6015928,29.460093,20.213371,14.010419,23.255579
0.4506,111.64787,112.21322,0.0,26.828714,6.656086,9.536907,26.648172,2.7192333,11.751791,5.9718137,0.0,29.547949,18.407877,15.508721,26.648172
0.4508,111.79967,112.21159,0.0,20.937729,1.8785257,2.799519,24.391088,4.3698626,11.3923235,9.564663,0.0,25.30759,13.270849,12.364182,24.391088
0.451,111.90528,112.36016,0.0,11.6248665,0.33610892,1.2884138,11.847242,1.8390093,6.5911946,4.0279584,0.0,13.463876,6.927304,5.3163724,11.847242
0.4512,111.96648,112.577515,0.0,1.3650324,1.9091172,3.0317962,4.3907514,1.9560534,0.0,0.0,0.0,3.321086,1.9091172,3.0317962,4.3907514
0.4514,112.005104,112.72081,0.0,14.334531,3.1994884,1.4556575,15.763051,3.2831883,4.2922273,4.2491074,0.0,17.61772,7.4917154,5.704765,15.763051
0.4516,112.024445,112.761246,0.0,25.232016,1.9389251,3.8665817,21.430529,2.1674418,12.535102,4.7362976,0.0,27.399458,14.474027,8.60288,21.430529
0.4518,112.00244,112.70682,0.0,34.17647,0.49659517,9.9959755,23.360624,0.11588385,19.847834,0.0,0.30455434,34.060585,20.344427,9.9959755,23.665178
0.452,111.91598,112.61512,0.0,36.44408,1.684207,13.6905365,22.793762,1.5285888,20.81825,0.0,3.3716528,34.915493,22.502457,13.6905365,26.165415
0.4522,111.776405,112.56559,0.0,6.307861,13.034439,10.741896,8.597388,4.773587,0.0,0.0,0.26497743,11.081448,13.034439,10.741896,8.862366
0.4524,111.62814,112.512405,0.0,22.9428,13.110535,0.75358206,6.5003047,2.4431596,0.0,3.8594904,5.3184114,20.499641,13.110535,4.6130724,11.818716
0.4526,111.56287,112.436554,0.0,30.368105,0.17688692,12.182467,15.519644,2.7389214,18.1174,0.0,5.9595613,27.629185,18.294287,12.182467,21.479204
0.4528,111.62782,112.3002,0.0,28.013636,7.302697,12.131654,24.196838,1.049145,12.021433,2.3225212,0.0,29.06278,19.32413,14.454175,24.196838
0.453,111.77067,112.227905,0.0,23.21587,4.423796,5.2155943,26.749596,4.331829,11.069003,9.48709,0.0,27.547699,15.492799,14.702683,26.749596
0.4532,111.901634,112.31286,0.0,15.5766945,0.43218747,1.1311045,18.425943,3.5412805,9.129864,7.7483096,0.0,19.117975,9.562052,8.879415,18.425943
0.4534,111.97802,112.497375,0.0,4.389926,0.4078125,1.4814187,3.4917328,0.13350698,2.4225936,0.30059567,0.0,4.523433,2.830406,1.7820144,3.4917328
0.4536,112.01488,112.658936,0.0,8.494178,2.1562717,1.4721358,10.040985,2.3285356,2.1723006,2.1341827,0.0,10.822714,4.3285723,3.6063185,10.040985
0.4538,112.03025,112.724365,0.0,20.529316,2.5390077,1.9962574,18.060722,2.218834,8.900698,4.8479996,0.0,22.74815,11.439705,6.8442574,18.060722
0.454,112.01001,112.701164,0.0,30.31499,1.4937704,7.301891,22.006048,0.6775432,16.18732,1.4999901,0.0,30.992533,17.681091,8.801881,22.006048
0.4542,111.94262,112.65955,0.0,38.47923,1.0620408,11.006958,25.989117,0.2133517,21.679626,0.0,0.5023189,38.265877,22.741669,11.006958,26.491436
0.4544,111.825294,112.61128,0.0,24.506935,6.869448,11.955083,19.409845,0.01747874,10.275289,0.012585205,0.08066006,24.489456,17.144737,11.967669,19.490505
0.4546,111.679,112.547356,0.0,12.287895,16.331758,5.413809,0.44271374,1.6867703,0.0,3.7262769,2.7787435,10.601125,16.331758,9.140086,3.2214572
0.4548,111.57141,112.478546,0.0,27.998999,6.350133,7.4318438,11.054918,3.0395927,8.294821,0.0,6.6131105,24.959406,14.644954,7.4318438,17.668028
0.455,111.57467,112.34084,0.0,28.626999,5.4041934,12.676914,20.829773,0.45835042,13.629882,0.0,0.9815452,28.168648,19.034075,12.676914,21.811317
0.4552,111.68826,112.22535,0.0,24.681717,6.7116556,8.126588,26.706684,3.4576283,10.4244375,7.5809236,0.0,28.139345,17.136093,15.707512,26.706684
